"Date","Price","Open","High","Low","Vol.","Change %"
"03/30/2023","0.074226","0.075613","0.076767","0.073506","1.09B","-1.84%"
"03/29/2023","0.075617","0.073807","0.076822","0.073512","1.27B","2.52%"
"03/28/2023","0.073760","0.072865","0.074025","0.071746","845.61M","1.23%"
"03/27/2023","0.072863","0.074375","0.075960","0.071345","1.43B","-2.03%"
"03/26/2023","0.074377","0.074060","0.075391","0.073404","633.05M","0.43%"
"03/25/2023","0.074055","0.074573","0.075966","0.072577","828.97M","-0.69%"
"03/24/2023","0.074573","0.077387","0.077498","0.073103","1.15B","-3.64%"
"03/23/2023","0.077387","0.073843","0.078919","0.072986","2.18B","4.79%"
"03/22/2023","0.073851","0.076685","0.077821","0.071648","2.53B","-3.70%"
"03/21/2023","0.076685","0.071342","0.077779","0.070404","1.97B","7.49%"
"03/20/2023","0.071345","0.074541","0.075558","0.070528","1.37B","-4.19%"
"03/19/2023","0.074462","0.072959","0.076498","0.072959","1.04B","2.06%"
"03/18/2023","0.072959","0.076443","0.078775","0.072531","1.91B","-4.53%"
"03/17/2023","0.076421","0.072588","0.077228","0.071528","1.66B","5.31%"
"03/16/2023","0.072567","0.069681","0.074004","0.068919","1.25B","4.14%"
"03/15/2023","0.069682","0.074640","0.075918","0.067488","1.91B","-6.67%"
"03/14/2023","0.074665","0.072862","0.077550","0.071217","2.05B","2.47%"
"03/13/2023","0.072862","0.070603","0.073532","0.068274","1.75B","3.22%"
"03/12/2023","0.070587","0.066185","0.070816","0.065486","1.25B","6.65%"
"03/11/2023","0.066185","0.065794","0.068312","0.063401","1.51B","0.59%"
"03/10/2023","0.065794","0.065995","0.066144","0.062686","1.79B","-0.27%"
"03/09/2023","0.065974","0.071104","0.072269","0.064118","2.23B","-7.24%"
"03/08/2023","0.071120","0.074030","0.074305","0.070308","1.09B","-3.93%"
"03/07/2023","0.074029","0.074790","0.075960","0.072439","1.00B","-1.01%"
"03/06/2023","0.074783","0.074756","0.075115","0.073332","806.82M","0.04%"
"03/05/2023","0.074756","0.074657","0.076039","0.074301","619.49M","0.13%"
"03/04/2023","0.074660","0.076838","0.077212","0.072659","734.67M","-2.80%"
"03/03/2023","0.076811","0.080552","0.080607","0.073579","1.84B","-4.63%"
"03/02/2023","0.080540","0.081944","0.082257","0.079635","568.70M","-1.71%"
"03/01/2023","0.081945","0.080809","0.082821","0.080298","621.10M","1.43%"
"02/28/2023","0.080792","0.081354","0.083037","0.079929","1.11B","-0.66%"
"02/27/2023","0.081333","0.082214","0.082256","0.079979","751.01M","-1.08%"
"02/26/2023","0.082219","0.080742","0.082567","0.080434","583.64M","1.83%"
"02/25/2023","0.080742","0.080877","0.081993","0.078583","926.68M","-0.16%"
"02/24/2023","0.080875","0.084245","0.084970","0.079390","1.31B","-4.01%"
"02/23/2023","0.084254","0.085463","0.086392","0.083568","960.36M","-1.41%"
"02/22/2023","0.085463","0.085457","0.087578","0.082890","2.30B","0.01%"
"02/21/2023","0.085457","0.088290","0.088759","0.084573","1.32B","-3.21%"
"02/20/2023","0.088290","0.087084","0.088669","0.085352","1.17B","1.40%"
"02/19/2023","0.087069","0.088822","0.089859","0.086073","1.29B","-1.97%"
"02/18/2023","0.088822","0.087703","0.090356","0.086793","978.84M","1.29%"
"02/17/2023","0.087689","0.084901","0.088484","0.084393","1.10B","3.21%"
"02/16/2023","0.084960","0.089272","0.091886","0.084773","2.39B","-4.84%"
"02/15/2023","0.089283","0.083555","0.089572","0.082673","2.54B","6.86%"
"02/14/2023","0.083554","0.082033","0.083690","0.080419","1.14B","1.85%"
"02/13/2023","0.082032","0.082192","0.086367","0.079586","2.24B","-0.19%"
"02/12/2023","0.082192","0.082255","0.085786","0.081250","1.25B","-0.07%"
"02/11/2023","0.082250","0.080924","0.082563","0.080682","549.61M","1.64%"
"02/10/2023","0.080922","0.081454","0.082946","0.079820","1.45B","-0.65%"
"02/09/2023","0.081454","0.090170","0.090927","0.079612","2.36B","-9.67%"
"02/08/2023","0.090170","0.092537","0.093308","0.088645","1.10B","-2.56%"
"02/07/2023","0.092537","0.089549","0.092728","0.089458","1.14B","3.44%"
"02/06/2023","0.089463","0.092083","0.093233","0.088828","1.27B","-2.85%"
"02/05/2023","0.092083","0.095679","0.096899","0.090594","2.10B","-3.75%"
"02/04/2023","0.095672","0.092877","0.099721","0.092552","3.02B","3.01%"
"02/03/2023","0.092876","0.090976","0.093325","0.090390","1.49B","2.16%"
"02/02/2023","0.090914","0.093948","0.095820","0.090279","2.13B","-3.24%"
"02/01/2023","0.093957","0.096109","0.096882","0.088379","3.29B","-2.23%"
"01/31/2023","0.096096","0.088385","0.097679","0.088307","4.52B","8.72%"
"01/30/2023","0.088386","0.090147","0.092611","0.085046","2.50B","-1.95%"
"01/29/2023","0.090147","0.087772","0.090991","0.087342","1.35B","2.71%"
"01/28/2023","0.087772","0.087212","0.093131","0.086877","1.82B","0.64%"
"01/27/2023","0.087212","0.086440","0.087975","0.083999","1.11B","0.91%"
"01/26/2023","0.086429","0.086543","0.087435","0.084829","1.14B","-0.18%"
"01/25/2023","0.086584","0.083855","0.088040","0.081898","1.54B","3.25%"
"01/24/2023","0.083857","0.088486","0.090749","0.083152","1.59B","-5.23%"
"01/23/2023","0.088486","0.088240","0.091438","0.086869","2.00B","0.28%"
"01/22/2023","0.088240","0.084605","0.093162","0.084502","2.39B","4.30%"
"01/21/2023","0.084605","0.086296","0.088987","0.084370","2.24B","-1.97%"
"01/20/2023","0.086305","0.081607","0.086979","0.080688","1.36B","5.75%"
"01/19/2023","0.081613","0.080042","0.082122","0.079946","1.03B","1.94%"
"01/18/2023","0.080059","0.082806","0.089473","0.079614","3.26B","-3.31%"
"01/17/2023","0.082799","0.083687","0.084890","0.082382","1.06B","-1.06%"
"01/16/2023","0.083687","0.086111","0.088064","0.081928","1.82B","-2.82%"
"01/15/2023","0.086112","0.087297","0.087770","0.082923","1.61B","-1.44%"
"01/14/2023","0.087368","0.084519","0.092126","0.084186","3.61B","3.38%"
"01/13/2023","0.084515","0.080287","0.085061","0.078972","1.94B","5.27%"
"01/12/2023","0.080287","0.078130","0.081125","0.075406","2.68B","2.76%"
"01/11/2023","0.078130","0.077807","0.078372","0.074894","1.52B","0.42%"
"01/10/2023","0.077807","0.075655","0.077807","0.074126","1.97B","2.84%"
"01/09/2023","0.075655","0.073565","0.079454","0.073031","3.32B","2.83%"
"01/08/2023","0.073574","0.072160","0.073902","0.071310","954.11M","1.96%"
"01/07/2023","0.072156","0.072420","0.072949","0.071684","587.15M","-0.36%"
"01/06/2023","0.072420","0.071485","0.072663","0.069947","1.26B","1.31%"
"01/05/2023","0.071485","0.073140","0.075177","0.071085","1.72B","-2.27%"
"01/04/2023","0.073147","0.070473","0.073394","0.070209","1.28B","3.79%"
"01/03/2023","0.070477","0.071382","0.072275","0.069617","1.11B","-1.26%"
"01/02/2023","0.071380","0.070218","0.073037","0.069098","1.68B","1.63%"
"01/01/2023","0.070237","0.070169","0.070783","0.069075","723.17M","0.13%"
"12/31/2022","0.070144","0.068392","0.071239","0.067988","1.18B","2.56%"
"12/30/2022","0.068395","0.070933","0.071405","0.066392","1.86B","-3.60%"
"12/29/2022","0.070952","0.070376","0.071441","0.069455","1.16B","0.81%"
"12/28/2022","0.070382","0.073704","0.073848","0.069610","2.31B","-4.51%"
"12/27/2022","0.073704","0.075672","0.076088","0.072824","1.04B","-2.61%"
"12/26/2022","0.075679","0.076009","0.076484","0.074613","888.95M","-0.43%"
"12/25/2022","0.076009","0.077525","0.077653","0.073927","1.68B","-1.96%"
"12/24/2022","0.077529","0.077206","0.078020","0.076690","562.87M","0.42%"
"12/23/2022","0.077203","0.076864","0.078862","0.076576","1.55B","0.44%"
"12/22/2022","0.076864","0.073720","0.077563","0.073294","2.18B","4.25%"
"12/21/2022","0.073729","0.074852","0.075020","0.071591","1.44B","-1.50%"
"12/20/2022","0.074852","0.071364","0.075388","0.071166","1.63B","4.89%"
"12/19/2022","0.071360","0.078437","0.079460","0.070279","2.42B","-9.02%"
"12/18/2022","0.078437","0.079212","0.080041","0.077641","944.00M","-0.98%"
"12/17/2022","0.079213","0.075821","0.079417","0.075551","1.99B","4.53%"
"12/16/2022","0.075783","0.084790","0.086787","0.074476","2.64B","-10.62%"
"12/15/2022","0.084790","0.088220","0.088779","0.084204","1.30B","-3.88%"
"12/14/2022","0.088211","0.091038","0.092372","0.087642","1.78B","-3.09%"
"12/13/2022","0.091023","0.090286","0.094664","0.087269","2.30B","0.82%"
"12/12/2022","0.090281","0.092657","0.092987","0.085129","2.68B","-2.64%"
"12/11/2022","0.092725","0.096382","0.097117","0.092025","832.14M","-3.80%"
"12/10/2022","0.096385","0.096692","0.097361","0.096070","607.12M","-0.31%"
"12/09/2022","0.096684","0.098508","0.099272","0.095707","1.22B","-1.86%"
"12/08/2022","0.098512","0.095740","0.099027","0.094852","1.30B","2.91%"
"12/07/2022","0.095730","0.100190","0.101192","0.093419","1.79B","-4.44%"
"12/06/2022","0.100178","0.101484","0.102728","0.098121","1.51B","-1.29%"
"12/05/2022","0.101488","0.104139","0.111584","0.099575","2.70B","-2.51%"
"12/04/2022","0.104097","0.099597","0.105412","0.099552","2.04B","4.52%"
"12/03/2022","0.099595","0.102198","0.102899","0.098700","1.80B","-2.54%"
"12/02/2022","0.102187","0.101708","0.103398","0.096942","2.06B","0.47%"
"12/01/2022","0.101708","0.106775","0.107715","0.100512","2.50B","-4.75%"
"11/30/2022","0.106775","0.101480","0.109820","0.100010","3.81B","5.21%"
"11/29/2022","0.101484","0.095139","0.104971","0.093712","3.85B","6.67%"
"11/28/2022","0.095136","0.098537","0.099435","0.090785","4.31B","-3.43%"
"11/27/2022","0.098519","0.088906","0.107755","0.088810","5.56B","10.82%"
"11/26/2022","0.088904","0.089357","0.095262","0.087559","2.62B","-0.50%"
"11/25/2022","0.089350","0.081459","0.091394","0.080777","3.26B","9.69%"
"11/24/2022","0.081459","0.081976","0.084131","0.080554","982.58M","-0.63%"
"11/23/2022","0.081978","0.078728","0.083464","0.077829","1.67B","4.18%"
"11/22/2022","0.078692","0.074668","0.079510","0.073346","1.91B","5.39%"
"11/21/2022","0.074666","0.077082","0.077259","0.071512","2.42B","-3.11%"
"11/20/2022","0.077064","0.084521","0.085797","0.076582","1.55B","-8.83%"
"11/19/2022","0.084529","0.084121","0.084957","0.083840","641.01M","0.29%"
"11/18/2022","0.084285","0.085026","0.085901","0.083653","1.05B","-0.59%"
"11/17/2022","0.084787","0.084884","0.087207","0.082764","1.44B","-0.11%"
"11/16/2022","0.084883","0.087030","0.091109","0.083648","1.99B","-2.47%"
"11/15/2022","0.087030","0.085879","0.089413","0.085163","1.84B","1.34%"
"11/14/2022","0.085879","0.084991","0.090930","0.079456","3.30B","1.04%"
"11/13/2022","0.084993","0.088086","0.091381","0.083175","2.88B","-3.49%"
"11/12/2022","0.088070","0.085067","0.094503","0.078578","4.89B","3.49%"
"11/11/2022","0.085096","0.089720","0.092769","0.080232","3.40B","-5.16%"
"11/10/2022","0.089723","0.074224","0.093836","0.073521","6.20B","20.87%"
"11/09/2022","0.074228","0.088374","0.091945","0.070767","7.51B","-15.95%"
"11/08/2022","0.088311","0.111210","0.112465","0.078195","8.97B","-20.59%"
"11/07/2022","0.111210","0.114765","0.118970","0.108016","2.82B","-3.09%"
"11/06/2022","0.114755","0.124473","0.127520","0.112910","2.54B","-7.80%"
"11/05/2022","0.124469","0.126094","0.135591","0.122251","3.62B","-1.30%"
"11/04/2022","0.126109","0.122372","0.129056","0.115611","6.32B","3.07%"
"11/03/2022","0.122354","0.127706","0.136887","0.120139","5.36B","-4.24%"
"11/02/2022","0.127765","0.142183","0.147603","0.122578","8.86B","-10.18%"
"11/01/2022","0.142243","0.126834","0.158237","0.124880","12.96B","12.13%"
"10/31/2022","0.126858","0.117636","0.130866","0.114439","9.63B","7.86%"
"10/30/2022","0.117611","0.121878","0.143027","0.112175","11.68B","-3.50%"
"10/29/2022","0.121873","0.083749","0.150228","0.083042","19.47B","45.51%"
"10/28/2022","0.083754","0.076846","0.088300","0.072656","8.12B","8.99%"
"10/27/2022","0.076844","0.072803","0.085412","0.071784","7.01B","5.55%"
"10/26/2022","0.072806","0.062945","0.073536","0.062625","3.81B","15.66%"
"10/25/2022","0.062951","0.059452","0.064170","0.059148","1.49B","5.89%"
"10/24/2022","0.059447","0.060370","0.060889","0.058700","507.06M","-1.53%"
"10/23/2022","0.060370","0.059691","0.060444","0.058837","380.52M","1.14%"
"10/22/2022","0.059691","0.059318","0.059892","0.059109","310.03M","0.63%"
"10/21/2022","0.059317","0.059434","0.059493","0.057233","473.97M","-0.20%"
"10/20/2022","0.059439","0.058691","0.060315","0.058283","693.89M","1.27%"
"10/19/2022","0.058691","0.059754","0.060757","0.058356","729.82M","-1.78%"
"10/18/2022","0.059754","0.059943","0.061015","0.058557","539.99M","-0.31%"
"10/17/2022","0.059943","0.058900","0.060165","0.058557","304.53M","1.79%"
"10/16/2022","0.058890","0.058564","0.059435","0.058490","246.76M","0.55%"
"10/15/2022","0.058568","0.058663","0.059734","0.058003","366.71M","-0.16%"
"10/14/2022","0.058663","0.059650","0.061004","0.058204","516.32M","-1.66%"
"10/13/2022","0.059650","0.059810","0.060230","0.055189","1.14B","-0.27%"
"10/12/2022","0.059810","0.060246","0.060988","0.059333","395.67M","-0.73%"
"10/11/2022","0.060249","0.059381","0.060844","0.057564","741.52M","1.47%"
"10/10/2022","0.059376","0.062125","0.062505","0.059367","645.77M","-4.42%"
"10/09/2022","0.062125","0.061642","0.062378","0.061189","343.06M","0.78%"
"10/08/2022","0.061642","0.062365","0.062656","0.061215","360.93M","-1.18%"
"10/07/2022","0.062378","0.063445","0.063816","0.061377","801.92M","-1.69%"
"10/06/2022","0.063453","0.064781","0.066794","0.063019","1.06B","-2.05%"
"10/05/2022","0.064781","0.065842","0.066697","0.062792","1.73B","-1.58%"
"10/04/2022","0.065823","0.060341","0.066343","0.059956","2.59B","9.09%"
"10/03/2022","0.060337","0.059239","0.060490","0.058851","515.86M","1.85%"
"10/02/2022","0.059239","0.060584","0.060958","0.058940","502.90M","-2.21%"
"10/01/2022","0.060579","0.061675","0.063071","0.060288","1.03B","-1.78%"
"09/30/2022","0.061677","0.060834","0.062199","0.059839","985.49M","1.40%"
"09/29/2022","0.060827","0.060507","0.061075","0.059309","567.05M","0.50%"
"09/28/2022","0.060521","0.060497","0.061089","0.058553","721.76M","0.04%"
"09/27/2022","0.060498","0.061130","0.063046","0.059796","939.39M","-1.03%"
"09/26/2022","0.061129","0.061179","0.061867","0.059901","865.73M","-0.08%"
"09/25/2022","0.061179","0.063105","0.063847","0.060119","1.05B","-3.05%"
"09/24/2022","0.063106","0.063370","0.068159","0.062808","3.23B","-0.42%"
"09/23/2022","0.063370","0.059580","0.064205","0.059220","2.09B","6.37%"
"09/22/2022","0.059577","0.057188","0.060039","0.056841","816.19M","4.17%"
"09/21/2022","0.057190","0.058409","0.060734","0.056106","1.32B","-2.09%"
"09/20/2022","0.058409","0.058528","0.060497","0.057620","898.13M","-0.21%"
"09/19/2022","0.058531","0.057449","0.058809","0.055954","955.50M","1.90%"
"09/18/2022","0.057439","0.062210","0.062210","0.056881","836.91M","-7.66%"
"09/17/2022","0.062204","0.060468","0.062385","0.060263","706.96M","2.88%"
"09/16/2022","0.060465","0.058613","0.060488","0.058146","822.86M","3.15%"
"09/15/2022","0.058617","0.061122","0.061208","0.058498","1.11B","-4.10%"
"09/14/2022","0.061121","0.059625","0.061443","0.059306","1.17B","2.50%"
"09/13/2022","0.059632","0.063953","0.064147","0.059268","1.50B","-6.76%"
"09/12/2022","0.063952","0.063699","0.065359","0.062630","1.06B","0.44%"
"09/11/2022","0.063672","0.064673","0.065288","0.062644","1.06B","-1.54%"
"09/10/2022","0.064670","0.063876","0.065386","0.063217","1.32B","1.24%"
"09/09/2022","0.063876","0.060956","0.064662","0.060911","1.54B","4.78%"
"09/08/2022","0.060960","0.060965","0.061400","0.059674","755.31M","-0.01%"
"09/07/2022","0.060966","0.058853","0.061520","0.057526","941.23M","3.59%"
"09/06/2022","0.058853","0.062710","0.065124","0.058203","1.59B","-6.16%"
"09/05/2022","0.062714","0.063211","0.063719","0.061049","659.09M","-0.79%"
"09/04/2022","0.063211","0.062646","0.063708","0.061841","705.39M","0.90%"
"09/03/2022","0.062648","0.061643","0.063807","0.061146","904.51M","1.59%"
"09/02/2022","0.061668","0.062299","0.062718","0.060727","754.25M","-1.02%"
"09/01/2022","0.062304","0.061329","0.062551","0.059984","957.75M","1.60%"
"08/31/2022","0.061323","0.061505","0.063418","0.060768","943.83M","-0.29%"
"08/30/2022","0.061503","0.063815","0.064372","0.060242","969.52M","-3.61%"
"08/29/2022","0.063809","0.061646","0.064013","0.060917","982.15M","3.50%"
"08/28/2022","0.061650","0.063382","0.064149","0.061336","916.32M","-2.69%"
"08/27/2022","0.063352","0.063316","0.063973","0.062231","1.21B","0.03%"
"08/26/2022","0.063331","0.068790","0.069127","0.062709","1.95B","-7.86%"
"08/25/2022","0.068737","0.067708","0.071312","0.067644","1.30B","1.54%"
"08/24/2022","0.067697","0.068487","0.069348","0.066785","839.41M","-1.18%"
"08/23/2022","0.068507","0.068085","0.068927","0.066662","750.63M","0.87%"
"08/22/2022","0.067914","0.068997","0.069078","0.064882","1.30B","-1.57%"
"08/21/2022","0.068996","0.069174","0.070484","0.067366","1.35B","-0.25%"
"08/20/2022","0.069172","0.067719","0.070807","0.067575","1.74B","2.28%"
"08/19/2022","0.067629","0.074347","0.074837","0.066952","3.23B","-9.02%"
"08/18/2022","0.074337","0.079612","0.081420","0.073574","1.80B","-6.66%"
"08/17/2022","0.079641","0.085749","0.087760","0.079005","2.89B","-7.11%"
"08/16/2022","0.085735","0.076055","0.088242","0.075725","5.69B","12.78%"
"08/15/2022","0.076022","0.080708","0.080895","0.074258","2.50B","-5.81%"
"08/14/2022","0.080711","0.072552","0.083282","0.072287","4.47B","11.29%"
"08/13/2022","0.072524","0.071932","0.074583","0.071497","1.17B","0.82%"
"08/12/2022","0.071934","0.070503","0.072299","0.069482","782.41M","2.03%"
"08/11/2022","0.070503","0.070888","0.074604","0.070170","1.64B","-0.54%"
"08/10/2022","0.070888","0.068750","0.071091","0.066582","1.25B","3.11%"
"08/09/2022","0.068751","0.069896","0.073732","0.067769","1.84B","-1.63%"
"08/08/2022","0.069893","0.068877","0.072082","0.068768","1.13B","1.48%"
"08/07/2022","0.068877","0.068618","0.069856","0.067464","504.36M","0.38%"
"08/06/2022","0.068618","0.069699","0.071065","0.068440","758.12M","-1.55%"
"08/05/2022","0.069697","0.067216","0.070095","0.067206","948.32M","3.69%"
"08/04/2022","0.067214","0.066174","0.067541","0.065783","626.19M","1.57%"
"08/03/2022","0.066174","0.066536","0.068387","0.065169","691.87M","-0.54%"
"08/02/2022","0.066534","0.068496","0.069023","0.065524","853.83M","-2.88%"
"08/01/2022","0.068508","0.068110","0.071145","0.066890","1.17B","0.59%"
"07/31/2022","0.068106","0.069602","0.072109","0.067836","1.13B","-2.14%"
"07/30/2022","0.069598","0.068693","0.074323","0.068059","1.89B","1.32%"
"07/29/2022","0.068691","0.069114","0.072367","0.067328","1.57B","-0.61%"
"07/28/2022","0.069110","0.067187","0.070798","0.065341","1.51B","2.86%"
"07/27/2022","0.067190","0.062552","0.067190","0.061788","1.07B","7.42%"
"07/26/2022","0.062549","0.061905","0.062634","0.060154","853.37M","0.94%"
"07/25/2022","0.061967","0.067534","0.067951","0.061819","995.87M","-8.28%"
"07/24/2022","0.067562","0.068042","0.068921","0.067340","603.61M","-0.70%"
"07/23/2022","0.068040","0.067364","0.069444","0.065983","773.65M","0.99%"
"07/22/2022","0.067371","0.070010","0.071375","0.066815","971.46M","-3.77%"
"07/21/2022","0.070011","0.070075","0.070844","0.067027","1.13B","-0.09%"
"07/20/2022","0.070075","0.069039","0.076849","0.067779","2.78B","1.49%"
"07/19/2022","0.069045","0.067684","0.070209","0.065493","1.52B","2.01%"
"07/18/2022","0.067685","0.063038","0.068797","0.063006","1.67B","7.37%"
"07/17/2022","0.063038","0.064374","0.065493","0.062921","634.14M","-2.06%"
"07/16/2022","0.064362","0.062932","0.064804","0.061781","712.45M","2.27%"
"07/15/2022","0.062936","0.062429","0.064359","0.061648","968.14M","0.82%"
"07/14/2022","0.062424","0.061948","0.062774","0.059506","899.83M","0.77%"
"07/13/2022","0.061949","0.059787","0.062078","0.057692","1.21B","3.63%"
"07/12/2022","0.059780","0.061744","0.062976","0.059733","719.50M","-3.19%"
"07/11/2022","0.061751","0.067239","0.067242","0.061208","883.59M","-8.16%"
"07/10/2022","0.067237","0.069464","0.069480","0.066316","707.63M","-3.21%"
"07/09/2022","0.069464","0.069081","0.070112","0.068856","494.86M","0.57%"
"07/08/2022","0.069073","0.070593","0.073260","0.068283","1.14B","-2.14%"
"07/07/2022","0.070584","0.068458","0.071174","0.067936","973.80M","3.10%"
"07/06/2022","0.068460","0.067160","0.069255","0.066214","956.69M","1.94%"
"07/05/2022","0.067160","0.069326","0.069982","0.065542","914.26M","-3.11%"
"07/04/2022","0.069318","0.067208","0.069776","0.065694","939.54M","3.15%"
"07/03/2022","0.067199","0.066633","0.067457","0.064958","684.15M","0.87%"
"07/02/2022","0.066623","0.066416","0.067791","0.065629","916.81M","0.32%"
"07/01/2022","0.066411","0.066301","0.068075","0.063989","1.32B","0.14%"
"06/30/2022","0.066322","0.069495","0.069650","0.062376","1.66B","-4.58%"
"06/29/2022","0.069504","0.066050","0.071455","0.064197","1.69B","5.23%"
"06/28/2022","0.066046","0.072003","0.073116","0.065470","1.63B","-8.25%"
"06/27/2022","0.071983","0.072941","0.078601","0.070597","2.74B","-1.31%"
"06/26/2022","0.072938","0.068507","0.077486","0.067255","2.68B","6.47%"
"06/25/2022","0.068507","0.066911","0.069195","0.065134","1.16B","2.38%"
"06/24/2022","0.066913","0.063959","0.068294","0.063941","1.36B","4.64%"
"06/23/2022","0.063945","0.061674","0.064688","0.061647","1.27B","3.71%"
"06/22/2022","0.061659","0.065781","0.065786","0.061093","1.96B","-6.25%"
"06/21/2022","0.065773","0.060046","0.069720","0.059037","3.30B","9.54%"
"06/20/2022","0.060043","0.060477","0.061324","0.057453","1.51B","-0.71%"
"06/19/2022","0.060469","0.052884","0.062835","0.051185","3.64B","14.37%"
"06/18/2022","0.052871","0.056857","0.057822","0.049239","2.39B","-7.00%"
"06/17/2022","0.056851","0.055206","0.058002","0.054641","1.17B","3.02%"
"06/16/2022","0.055182","0.062798","0.062798","0.054264","2.54B","-11.96%"
"06/15/2022","0.062678","0.055547","0.063649","0.050452","3.69B","12.79%"
"06/14/2022","0.055569","0.054180","0.058345","0.049870","3.30B","2.63%"
"06/13/2022","0.054145","0.063531","0.065888","0.052494","4.78B","-14.77%"
"06/12/2022","0.063528","0.069845","0.070311","0.063490","1.99B","-8.99%"
"06/11/2022","0.069803","0.075364","0.076459","0.068175","1.29B","-7.38%"
"06/10/2022","0.075363","0.079343","0.079653","0.074248","906.17M","-5.03%"
"06/09/2022","0.079351","0.079288","0.081035","0.078945","546.14M","0.08%"
"06/08/2022","0.079291","0.080365","0.081545","0.078834","849.30M","-1.35%"
"06/07/2022","0.080374","0.082501","0.082540","0.077819","1.27B","-2.56%"
"06/06/2022","0.082489","0.081038","0.084687","0.080903","1.37B","1.69%"
"06/05/2022","0.081115","0.081835","0.082193","0.080596","647.40M","-0.88%"
"06/04/2022","0.081835","0.080273","0.082428","0.079337","906.09M","1.94%"
"06/03/2022","0.080275","0.082757","0.082939","0.079380","1.02B","-3.00%"
"06/02/2022","0.082755","0.080976","0.083114","0.080106","1.15B","2.20%"
"06/01/2022","0.080970","0.085831","0.089324","0.079056","2.50B","-5.63%"
"05/31/2022","0.085803","0.087918","0.088425","0.083159","1.79B","-2.38%"
"05/30/2022","0.087898","0.082699","0.088414","0.082110","1.63B","6.29%"
"05/29/2022","0.082697","0.081798","0.083221","0.079956","569.60M","1.10%"
"05/28/2022","0.081798","0.081332","0.083190","0.080876","833.58M","0.60%"
"05/27/2022","0.081310","0.077868","0.087072","0.076101","2.80B","4.41%"
"05/26/2022","0.077878","0.082975","0.083702","0.075445","1.26B","-6.14%"
"05/25/2022","0.082975","0.083675","0.084473","0.082118","613.71M","-0.77%"
"05/24/2022","0.083616","0.083276","0.084311","0.080195","581.83M","0.46%"
"05/23/2022","0.083231","0.085874","0.088293","0.082195","763.73M","-3.08%"
"05/22/2022","0.085874","0.084428","0.086644","0.083853","344.76M","1.71%"
"05/21/2022","0.084427","0.083892","0.085293","0.082574","327.66M","0.68%"
"05/20/2022","0.083859","0.086643","0.087901","0.082608","732.84M","-3.23%"
"05/19/2022","0.086661","0.083366","0.087415","0.081508","854.45M","3.95%"
"05/18/2022","0.083366","0.090267","0.090967","0.083151","988.79M","-7.66%"
"05/17/2022","0.090277","0.087985","0.091331","0.086973","1.01B","2.64%"
"05/16/2022","0.087952","0.093191","0.093191","0.085903","1.05B","-5.63%"
"05/15/2022","0.093197","0.089386","0.093197","0.086587","1.16B","4.26%"
"05/14/2022","0.089386","0.088083","0.091874","0.083685","1.68B","1.47%"
"05/13/2022","0.088090","0.082447","0.095103","0.082152","3.69B","6.78%"
"05/12/2022","0.082498","0.084823","0.089624","0.068584","6.26B","-2.74%"
"05/11/2022","0.084818","0.108044","0.110705","0.075829","7.18B","-21.43%"
"05/10/2022","0.107958","0.101361","0.118172","0.099659","3.10B","6.48%"
"05/09/2022","0.101385","0.124116","0.125198","0.101263","3.17B","-18.31%"
"05/08/2022","0.124115","0.127451","0.128175","0.123157","1.14B","-2.63%"
"05/07/2022","0.127464","0.127811","0.132207","0.124916","1.33B","-0.27%"
"05/06/2022","0.127806","0.128132","0.129771","0.123792","1.40B","-0.22%"
"05/05/2022","0.128090","0.135906","0.137688","0.126271","2.42B","-5.75%"
"05/04/2022","0.135905","0.129415","0.136086","0.129008","1.44B","5.02%"
"05/03/2022","0.129413","0.130799","0.131888","0.126586","903.77M","-1.06%"
"05/02/2022","0.130802","0.132761","0.133896","0.127735","1.19B","-1.49%"
"05/01/2022","0.132776","0.127440","0.136289","0.126110","1.77B","4.17%"
"04/30/2022","0.127465","0.134927","0.136757","0.124521","1.82B","-5.52%"
"04/29/2022","0.134912","0.137491","0.144982","0.133296","2.93B","-1.89%"
"04/28/2022","0.137507","0.139976","0.143221","0.135475","2.20B","-1.76%"
"04/27/2022","0.139966","0.137684","0.145590","0.135230","3.41B","1.66%"
"04/26/2022","0.137684","0.157851","0.166093","0.136269","9.46B","-12.77%"
"04/25/2022","0.157843","0.131732","0.169885","0.122725","10.48B","19.81%"
"04/24/2022","0.131746","0.133811","0.134709","0.131198","749.44M","-1.53%"
"04/23/2022","0.133795","0.136355","0.136716","0.133356","512.07M","-1.89%"
"04/22/2022","0.136372","0.136210","0.138037","0.134792","833.46M","0.13%"
"04/21/2022","0.136198","0.140635","0.142716","0.134425","1.28B","-3.14%"
"04/20/2022","0.140619","0.142581","0.146577","0.139125","1.93B","-1.40%"
"04/19/2022","0.142616","0.140206","0.144459","0.139230","1.20B","1.72%"
"04/18/2022","0.140206","0.139140","0.140429","0.133746","1.77B","0.74%"
"04/17/2022","0.139173","0.143524","0.144905","0.138530","1.03B","-3.04%"
"04/16/2022","0.143530","0.145930","0.147924","0.141461","1.09B","-1.65%"
"04/15/2022","0.145933","0.144022","0.149694","0.142113","2.06B","1.41%"
"04/14/2022","0.143911","0.139871","0.147435","0.137294","3.26B","2.89%"
"04/13/2022","0.139871","0.137934","0.142936","0.136486","1.55B","1.35%"
"04/12/2022","0.138006","0.134100","0.144376","0.133234","2.40B","2.90%"
